track_id,track_name,track_duration_ms,track_popularity,track_genres,album_id,album_name,album_release_date,album_label,artist_ids,artist_names,release_year,track_duration_sec
5LkWl4o5BrKqnf7Zms4D0u,World & Back (feat. Riko Dan),179956,50,"['drum and bass', 'bassline', 'melodic techno', 'uk garage', 'tech house']",3VUsBW3tT4QzsItJSDVL5n,World & Back (feat. Riko Dan),2026-01-16,,"['5f7jxYF5js7lD5lMyIPUBq', '3bICaFrkiRTZgXE5cMLv2y']","['Linska', 'Riko Dan']",2026,179.956
5xqjH87yvNSUWHN8ezvlpb,Ayi Giri,186475,57,"['edm', 'hard techno', 'progressive trance', 'acid techno', 'electronica', 'techno', 'progressive house', 'trance']",2vhwDcGYmlSy5S3lWEtGF7,Ayi Giri / Dopamine Machine,2026-01-16,,"['4h8IEOdrg60WM5XGyNOCVU', '0SfsnGyD8FpIN4U4WCkBZ5']","['Lilly Palmer', 'Armin van Buuren']",2026,186.475
0jhjSbq8aTKPcQjZOhOZxw,Turn The Lights Off (with Jaxstyle) - HILLS & Dansyn Remix,173547,51,['tech house'],5VEPN4W4wed0acDeJQJtFD,Turn The Lights Off (with Jaxstyle) [HILLS & Dansyn Remix],2026-01-16,,"['0LWUxoJXKsDsPenrHZ0key', '1WD5Hdopwbbx8OdDR6jRZI', '3G1KNyIiGISpRGVPWbst6P', '3r1crp6G0IKYW21wO5h7dB', '1VnFvf8K01AoqryDdQzitv']","['Justė', 'Jon', 'Jaxstyle', 'HILLS', 'Dansyn']",2026,173.547
0d07oLS2MzUTdde1YGcdpS,Somebody's Watching Me - Luch Remix,160282,44,"['afro tech', 'afro house', 'melodic house']",71lbDx5EB2cyjkDPN7ivug,Somebody's Watching Me (Luch Remix),2026-01-16,,"['0Jp7EXwEqkmsUO7eu9kbbp', '3xs0LEzcPXtgNfMNcHzLIP']","['Luch', 'Rockwell']",2026,160.282
1NfFiFlwSaMfMviiOkv7hM,On a Trip - Peak Mode Mix,298211,33,"['minimal techno', 'hard techno', 'acid techno', 'techno', 'trance']",2mtOpqb620TuUJQfJYogVf,On a Trip (Peak Mode Mix),2026-01-02,,"['3SEw2qamdOWyVZtzKxWTTg', '2V431yZGG08uroH2CZAgur']","['YellowHeads', 'Sarah de Warren']",2026,298.211
5Pcg7KpidYjuKTTJ12IvvF,Into My Life (feat. Joyce Sims),131299,55,['freestyle'],4KzpmvHWP09GTVgGpnkBl7,Into My Life (feat. Joyce Sims),2026-01-23,,"['6ZznWCJd9W0TBbLtCK7oFg', '4AL3YviSMI70ARkSOHlxbQ']","['Cam Stockman', 'Joyce Sims']",2026,131.299
14yugoFdkgO8ZUxLlX6fpJ,Addicted,163384,54,['tech house'],3BxfwMC0HjWxk7muzxUqyk,Addicted,2026-01-23,,['5ykY9Uweo3gl5VFpb6z6pQ'],['Jackie Hollander'],2026,163.384
753rbQGinx1824G2x3k5HM,Pump It Up,219428,51,"['drum and bass', 'uk funky', 'bassline', 'grime', 'riddim', 'bass music', 'uk garage', 'bass house', 'liquid funk', 'dubstep']",5SLXmClA3IiEXxT9Nykfaq,Are We Dreaming?,2026-01-23,,"['4Ok1Cm5YX5StCQZgH0r2xF', '682SntJ7VKoFfssPfDAmDZ', '3JmGsgVoGUN1Ro1jLfi7k1']","['PEEKABOO', 'Flava D', 'Scrufizzer']",2026,219.428
4yM4Z1ifPXm4qFetMI659J,Beat Is Jumping,139436,52,"['hard house', 'house']",3W210elro9LvnY46RJBNAn,Beat Is Jumping,2026-01-23,,"['0GInfEJXl2kGPhSsVqEqXh', '4S9LNSZusH3XflT3g32bqB']","['Morgan Seatree', 'Carla Monroe']",2026,139.436
4jSrN7kXdQUmbVxJe5x6Xg,Makina Time,130090,61,"['eurodance', 'edm', 'big room', 'electronica', 'techno', 'hard house', 'trance']",2GglSuNrhoPfB0lFSoho5G,Makina Time,2026-01-23,,"['73jBynjsVtofjRpdpRAJGk', '0HHa7ZJZxUQlg5l2mB0N0f', '47FkgvgZtCjQaBswo5E531', '2HkAI0YrEcgoR8QdaURqhO', '4pwXiI7Z5ZStkgKowZyoKi']","['Dimitri Vegas & Like Mike', 'Marlon Hoffstadt', 'Dj Konik', 'Dimitri Vegas', 'Like Mike']",2026,130.09
7Ehjne6Dao0AXr5D6GaHSa,HOT WIFE,190945,47,"['electroclash', 'electro house']",1IUFXmC2AcLCHYZGT0iIVD,HOT WIFE,2026-01-23,,"['5l9wiTZVfqQTfMDOt0HtwC', '62k5LKMhymqlDNo2DWOvvv']","['Tiga', 'Boys Noize']",2026,190.945
7s3T3e0lbzV4l7i4F7JVmp,WHAT?!,175443,40,"['tech house', 'techno']",3UjpGkt987CyttBrXfKy4U,WHAT?!,2026-01-23,,['1OmOdgwIzub8DYPxQYbbbi'],['Will Clarke'],2026,175.443
6PUUMmIRrF8x2oq8M001VI,True Desire,155660,44,[],3gyd7Tyt0V1WdpddExb32w,True Desire,2026-01-23,,"['4AhAa3kyJe8OVyN1mxEB6o', '2VAnyOxzJuSAj7XIuEOT38']","['George Reid', 'AlunaGeorge']",2026,155.66
3MDgnjyoPGEFYBxpM6v1ay,Take A Step Back,178064,53,"['hypertechno', 'techno']",1kjf9ZpkgUR4MT6zNEppSC,Take A Step Back,2026-01-23,,['1r43wW70tnGUauQYvY5w48'],['BENNETT'],2026,178.064
3gFVvoIXxZkvCd8JhyovgY,Mambos,177000,36,['tech house'],4HikS1roRtAhmCrFlSrvpM,Mambos,2026-01-23,,['1gU6WyJYdljeam0N3ZpgOC'],['LIGHTLEAK'],2026,177.0
