track_id,track_name,track_duration_ms,track_popularity,track_genres,album_id,album_name,album_release_date,album_label,artist_ids,artist_names,release_year,track_duration_sec,source_playlist_id,playlist_name,playlist_owner,user_id
4d7kU8Y5PUdZDsyuuLRlqq,とろい,240893,61,['j-pop'],6N31XhdzrU7yLWmr6WoKki,とろい,2025-07-07,,['2VcWFvgGxVdma52qB5DSDw'],['AKASAKI'],2025,240.893,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
1L4TyLYs0cP5wgaMEGtLeG,宵祭り - Yoimatsuri,208205,50,['j-pop'],1hUjBCokqHvkouvYJrDiOF,宵祭り - Yoimatsuri,2025-07-02,,['2UMMVk4WPg6pKXQGvufnuG'],['TOMONARI SORA\t'],2025,208.205,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
0HI4lUmOWpFzxPB5NMlAXW,まなざしは光,207469,67,"['j-rock', 'j-pop', 'anime']",7gZ6GXk5BJNcQZfEGjiiZC,まなざしは光,2025-07-06,,['7mvhRvEAHiCTQHUnH7fgnv'],['Tatsuya Kitani'],2025,207.469,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
4OxLgmeGIn2UV2V229QdVt,She's my Venus,167201,37,['j-pop'],14lug4nKuX2kTAJYYZqjx6,She's my Venus,2025-07-04,,['2rUfBClgdqQ4Svcg0A6gIl'],['乃紫'],2025,167.201,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
1pBUzZE9PoKLoPxo6QxsG6,Deja Vu,184000,63,['k-pop'],2oXZPVj5JczGoUR82tc28h,Dearest,2025-07-02,,['5deOsjuFTKrNMJW3rKuL8S'],['RESCENE'],2025,184.0,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
1xj3CoSLzzkyQXeN1jFUtf,Mood,178026,54,['k-pop'],2oXZPVj5JczGoUR82tc28h,Dearest,2025-07-02,,['5deOsjuFTKrNMJW3rKuL8S'],['RESCENE'],2025,178.026,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
0fGo8hPjNc0XsxbAVtj01g,Strawberry Mimosa,165026,58,"['k-pop', 'bubblegum pop']",3jGURiEnUi4OoN879bBz0V,From Our 20's,2025-06-25,,['24nUVBIlCGi4twz4nYxJum'],['fromis_9'],2025,165.026,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
2LeaPEAvX2IBd767T54Oo9,Milky Way (EUNHA Solo),174000,50,['k-pop'],7hc0DjpDJHNvVNF7a9PDNq,The 1st Album 'A Montage of ( )',2025-07-08,,['7Lq3yAtwi0Z7zpxEwbQQNZ'],['VIVIZ'],2025,174.0,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
0OnWu3G0i9Kg4Mqha5QvvH,Be Alright,171026,68,['k-pop'],6DWLBLfRNofRfjgKozFKKV,Be Alright,2025-07-16,,['6RHTUrRF63xao58xh9FXYJ'],['IVE'],2025,171.026,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
4uV4yldTUrYvHat6LiRZHl,Kawaii Kaiwai,153230,62,[],1XHqGyZQTFzkomOfVttZtm,Kawaii Kaiwai,2025-07-04,,['0k24bjTbB2IUhV74mvSv4T'],['PiKi'],2025,153.23,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
2Z94scAOu1QPc9JBy4x44S,Vacay,142962,58,[],6g4FBDcga66XtqlchM1alX,Vacay,2025-05-02,,['3Gm5F95VdRxW3mqCn8RPBJ'],['Aminé'],2025,142.962,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
1Hi767DLfXUOm7Cj8lmd97,CHAMPAIN & VACAY,184789,67,['rap'],1Fj25TwO1GL490NL5cFVnb,JACKBOYS 2,2025-07-11,,"['0Y5tJX1MQlPlqiwlOH1tJY', '4Gso3d4CscCijv0lmajZWs']","['Travis Scott', 'Don Toliver']",2025,184.789,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
0z0aKxg9gQaISsMxXsqdXh,TRIP OUT,136125,69,['rage rap'],1Fj25TwO1GL490NL5cFVnb,JACKBOYS 2,2025-07-11,,"['2RDOrhPqAM4jzTRCEb19qX', '3qiHUAX7zY4Qnjx8TNUzVx']","['Sheck Wes', 'Yeat']",2025,136.125,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
