track_id,track_name,track_duration_ms,track_popularity,track_genres,album_id,album_name,album_release_date,album_label,artist_ids,artist_names,release_year,track_duration_sec
28qUCMgQ4Y57kg57K47Hkw,The Greatest - Original Mix,281806,31,"['techno', 'acid techno', 'hard techno', 'acid house', 'tekno']",21OvvjghiSxqd3VyZ9Ois1,The Greatest (Original Mix),2025-07-04,,"['4xfA60YoR4UbBxuOn9WXJq', '1kGvH9vElfXBpOpm2MUGY4']","['A*S*Y*S', 'Lyah Noir']",2025,281.806
6JVr38NLt45mEcq8TFb8wk,No Lies,191706,38,"['techno', 'acid techno', 'hard techno', 'hardcore techno', 'tekno']",5YU72RBk8jP3gVOagRj5gj,Trinity,2025-07-18,,"['6uD2LjPHUjxrpax0se17Nc', '5llw3jYyaK1eBCYkbrjcGX', '4Ybj0IqmuPWSp023XnJpCD']","['999999999', 'Rian Wood', 'ANGEL CANNON']",2025,191.706
2Ls9ecOpdCnfNuzGqE1P39,Bassline Flexa,122384,63,['edm'],2tUzlYkAW8m1PzA3DEgGu1,Bassline Flexa,2025-07-04,,"['64KEffDW9EtZ1y2vBYgq8T', '000RxCIP8j1ysGQKrZheBj']","['Marshmello', 'Joytime Collective']",2025,122.384
2zJEJNYyI45ekNQbJQ2oTf,What U Got,168053,49,"['edm', 'dubstep', 'edm trap', 'future bass', 'riddim', 'bass music', 'dub', 'drumstep', 'deathstep']",3pT7yoj0eMAguauZW5dOk2,What U Got,2025-07-14,,"['4FXGRMSHh2JjHxVwS8dhH1', '7HeSEuZA4D7EtdygBjCbi9']","['Virtual Riot', 'Viperactive']",2025,168.053
0hnCtTIkfYPoiTZTLqa1kf,Animal,233142,44,"['dubstep', 'deathstep', 'riddim', 'bass music']",6FpaiHvj1oJNGrjNxCgFY9,M.D.E,2025-07-18,,"['75vCyksqhYjtt5VIpc8g7u', '57gGqESEggWfCpE3KOzdVa', '4820AP0lvBGJjSK0PXgZgo', '67RWyN1fDOu7WuSTIi5hE7']","['DJ DIESEL', 'SampliFire', 'IVORY', ""Shaquille O'Neal""]",2025,233.142
7ejjJcMFi1drs5Iy6xiAn2,Encore,174421,53,"['dubstep', 'deathstep', 'riddim', 'bass music', 'melodic bass', 'dub', 'edm']",7DHtNFKiPvXOIAt7wkTzdb,Encore,2025-07-16,,"['5FKchcZpQOkqFvXBj1aCvb', '1CXuuw8HJhyN80HlNzvL1e']","['Excision', 'Sullivan King']",2025,174.421
1hJL9C8kDIaAPkj6c4WB8x,Miracle - VIP Mix,204137,56,"['liquid funk', 'drum and bass', 'trance']",24sFajHPPO4XbaTMBKIaHZ,Miracle (VIP Mix),2025-07-04,,"['0QaSiI5TLA4N7mcsdxShDO', '6lp2VnIRXXpC9Wz7hSX6RE', '2t9efDsc10DtZpi4LP3BJJ']","['Sub Focus', 'Culture Shock', 'Fragma']",2025,204.137
0XhfShpdf0IjU7ZX2jifGj,TAKE ME BACK,182931,46,['drum and bass'],3wdSqYaD565v2bach7hiNl,STORIES FROM THE RAVE,2025-07-01,,['3Xtaqhj8MygkfndSArQOOS'],['Blooom'],2025,182.931
6k65tpDYrP39jUPQcxvhmy,BODY DROP (Won't Stop),224914,46,['drum and bass'],02YJzamF4j3mvuxsKHaq5A,BODY DROP (Won't Stop),2025-07-04,,['7KgEOoJ0CawH7NOaLe34Qe'],['Pirapus'],2025,224.914
2yofy4o7UBXOhJo3rd4uKr,Bloodstream,182241,58,"['bassline', 'liquid funk', 'drum and bass']",2r4m97efMHuVvAuZYtUCeU,Bloodstream,2025-07-10,,['1KiNUGL3r0GgyLwqYCY1yV'],['Kanine'],2025,182.241
0l8c2GCnuNc0mDWYd8J2aX,Pum Pum,132000,66,"['big room', 'europop', 'dance', 'electronica', 'edm']",46Br00VcUWM7IRuxE3UjcB,Pum Pum,2025-07-18,,"['2HkAI0YrEcgoR8QdaURqhO', '1Cs0zKBU1kc0i8ypK3B9ai', '49aaHxvAJ0tCh0F15OnwIl']","['Dimitri Vegas', 'David Guetta', 'Loreen']",2025,132.0
